N,Estructura,Inserción (s),Búsqueda (s),Limpieza (s),Memoria (MB),Total (s)
1000,ListaOrdenadaDinámica,0.0158,0.0001,0.0002,0.09,0.0161
1000,ListaOrdenadaEstática,0.3541,0.0002,0.0000,0.00,0.3543
1000,TablaHashAbierta,0.0671,0.0000,0.0017,0.91,0.0688
1000,ABB Punteros,0.0011,0.0000,0.0001,0.09,0.0012
1000,ABB VectorHeap,0.0013,0.0000,0.0000,0.01,0.0013
1000,Trie Punteros,0.0340,0.0000,0.0097,5.43,0.0437
1000,Trie Arreglos,0.0387,0.0000,0.0073,6.22,0.0461
N,Estructura,Inserción (s),Búsqueda (s),Limpieza (s),Memoria (MB),Total (s)
1000,ListaOrdenadaDinámica,0.0104,0.0000,0.0001,0.09,0.0105
1000,ListaOrdenadaEstática,0.3537,0.0001,0.0000,0.00,0.3538
1000,TablaHashAbierta,0.0672,0.0000,0.0018,0.91,0.0691
1000,ABB Punteros,0.0011,0.0000,0.0001,0.09,0.0012
1000,ABB VectorHeap,0.0013,0.0000,0.0000,0.01,0.0013
1000,Trie Punteros,0.0340,0.0000,0.0096,5.43,0.0437
1000,Trie Arreglos,0.0396,0.0000,0.0074,6.21,0.0471
N,Estructura,Inserción (s),Búsqueda (s),Limpieza (s),Memoria (MB),Total (s)
1000,ListaOrdenadaDinámica,0.0162,0.0001,0.0002,0.09,0.0165
1000,ListaOrdenadaEstática,0.3536,0.0002,0.0000,0.00,0.3538
1000,TablaHashAbierta,0.0674,0.0000,0.0018,0.91,0.0693
1000,ABB Punteros,0.0011,0.0000,0.0001,0.09,0.0012
1000,ABB VectorHeap,0.0013,0.0000,0.0000,0.01,0.0013
1000,Trie Punteros,0.0337,0.0000,0.0097,5.43,0.0435
1000,Trie Arreglos,0.0386,0.0000,0.0072,6.21,0.0458
N,Estructura,Inserción (s),Búsqueda (s),Limpieza (s),Memoria (MB),Total (s)
1000,ListaOrdenadaDinámica,0.0162,0.0001,0.0002,0.09,0.0164
1000,ListaOrdenadaEstática,0.3578,0.0002,0.0000,0.00,0.3579
1000,TablaHashAbierta,0.0669,0.0000,0.0018,0.91,0.0687
1000,ABB Punteros,0.0011,0.0000,0.0001,0.09,0.0012
1000,ABB VectorHeap,0.0013,0.0000,0.0000,0.01,0.0013
1000,Trie Punteros,0.0340,0.0000,0.0099,5.43,0.0439
1000,Trie Arreglos,0.0392,0.0000,0.0074,6.21,0.0467
N,Estructura,Inserción (s),Búsqueda (s),Limpieza (s),Memoria (MB),Total (s)
1000,ListaOrdenadaDinámica,0.0168,0.0001,0.0002,0.09,0.0170
